n,m,cc,diameter,avg_path_length,density
4039.0,84819.0,0.7092555123753538,7.0,4.194157729840837,0.0104011887072808
4039.0,84819.0,0.7086161692243119,6.0,4.169357800572698,0.0104011887072808
4039.0,84819.0,0.7101248365981129,7.0,4.221322050571564,0.0104011887072808
4039.0,84819.0,0.7100052092496956,6.0,4.207342452691018,0.0104011887072808
4039.0,84819.0,0.7101641764785025,7.0,4.207857122623515,0.010401188707280832
