n,m,cc,diameter,avg_path_length,density
4039.0,84378.0,0.0352780475049742,4.0,2.534284534603858,0.0103471097365324
4039.0,84378.0,0.0352829010746981,4.0,2.5328815470656885,0.0103471097365324
4039.0,84378.0,0.0347515401397667,4.0,2.534991853205393,0.0103471097365324
4039.0,84378.0,0.0352191793156152,4.0,2.5324933066543744,0.0103471097365324
4039.0,84378.0,0.035030686693477295,4.0,2.536385888895797,0.010347109736532405
