n,m,cc,diameter,avg_path_length,density
4039.0,85627.0,0.7176982120556791,6.0,4.216031999054293,0.0105002721729604
4039.0,85657.0,0.7171986100425273,6.0,4.181720179708957,0.010503951014508
4039.0,85642.0,0.7174421794329994,7.0,4.212255055065514,0.0105021115937342
4039.0,85633.0,0.7176209832626249,6.0,4.196714892600513,0.0105010079412699
4039.0,85669.0,0.7169900947251601,6.0,4.181802340503518,0.010505422551127007
